id,Year_of_Start,Empl_Cnt_Y1,InvestmentType,Invest_1st_Q_S,Industry_Vertical,SubVertical,City,OperationalDimension,IndustryPerformance,CompetitiveLandscape,CustomerDimension,MarketDimension,ManamgementDimension,StrategicDimenision,FinanceDimension,HRDimension,status
10147100,2014,10-25,Private Equity,2 - 5 Crores,Education,Career Planning and Education Advisory Platform,Mumbai,7.0,Low,High,7.0,6.0,6,5,7.0,4.0,1.0
10485992,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,5.0,Low,High,4.0,5.0,5,5,6.0,6.0,1.0
10533515,2015,Above 25,Debt Funding,5 Crore and Above,ECommerce,Organic Food eTailer,Bangalore,6.0,High,High,4.0,6.0,7,8,6.0,3.0,1.0
10429667,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Fashion Apparel Retailer,Gurgaon,6.0,Medium,High,6.0,5.0,7,6,5.0,5.0,1.0
10649171,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Mobile app based Concierge Service,New Delhi,5.0,Low,High,6.0,4.0,6,7,6.0,3.0,1.0
10538363,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,6.0,Low,High,4.0,6.0,6,7,5.0,4.0,1.0
10521474,2014,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,6.0,Low,High,4.0,5.0,4,8,5.0,5.0,1.0
10168450,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,5.0,Low,High,4.0,4.0,4,6,4.0,6.0,1.0
10047214,2014,Below 10,Private Equity,1 - 2 Crores,ECommerce,ECommerce Marketplace,Gurgaon,5.0,Low,High,6.0,5.0,7,8,6.0,5.0,1.0
10957537,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,P2P Messaging Service,New Delhi,6.0,Low,High,6.0,4.0,6,6,6.0,6.0,1.0
10556158,2016,Above 25,Private Equity,5 Crore and Above,Technology,Next Generation in-building connectivity,Bangalore,7.0,Low,High,7.0,5.0,5,8,6.0,5.0,1.0
10704679,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mobile based Referral Platform,Mumbai,7.0,High,High,6.0,6.0,5,7,7.0,3.0,1.0
10403090,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Auto Classifieds Portal,Mumbai,6.0,Low,High,7.0,5.0,4,7,4.0,4.0,1.0
10092471,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,7.0,High,High,4.0,5.0,6,8,5.0,5.0,1.0
10829708,2015,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,inter-city cab aggregator,New Delhi,7.0,Medium,High,4.0,7.0,4,5,5.0,6.0,1.0
10738278,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Food Ordering Mobile App,Hyderabad,7.0,Low,High,7.0,4.0,5,7,4.0,4.0,1.0
10536313,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Healthcare,Professional Health Services Platform,Mumbai,5.0,High,High,5.0,6.0,5,8,5.0,6.0,1.0
10427579,2015,Below 10,Seed/Angel Funding,80-100 Lacs,Healthcare,Weigh Loss Coaching,Mumbai,5.0,Low,High,5.0,7.0,7,7,4.0,6.0,1.0
10435053,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,5.0,Medium,High,6.0,5.0,6,5,7.0,5.0,1.0
10927241,2014,10-25,Private Equity,1 - 2 Crores,ECommerce,Construction Material Marketplace,Bangalore,5.0,High,High,5.0,6.0,7,6,5.0,3.0,1.0
10034229,2014,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Carpooling Mobile App,Gurgaon,7.0,Low,High,5.0,4.0,5,7,5.0,3.0,1.0
10424620,2016,Below 10,Private Equity,40-60 Lacs,Technology,TV to Mobile audience Platform,Gurgaon,6.0,Low,High,4.0,7.0,5,7,6.0,3.0,1.0
10028712,2015,Above 25,Private Equity,5 Crore and Above,Healthcare,Healthcare Product Manufacturer,Bangalore,6.0,High,Medium,5.0,4.0,7,5,6.0,4.0,1.0
10055120,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,7.0,Medium,Medium,6.0,6.0,4,6,7.0,3.0,1.0
10098051,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Party Hall Booking platform,Bangalore,5.0,Low,Medium,4.0,4.0,7,8,4.0,4.0,1.0
10830305,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,healthcare aggregator platform,Mumbai,6.0,Low,Medium,6.0,4.0,5,5,6.0,4.0,1.0
10973816,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Mobile app based Job Search,Noida,6.0,Low,Medium,7.0,5.0,4,8,7.0,6.0,1.0
10085495,2015,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,7.0,Low,Medium,5.0,5.0,4,8,5.0,3.0,1.0
10816273,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Dating & Singles Chat Platform,Mumbai,6.0,Low,Medium,7.0,7.0,5,6,5.0,3.0,1.0
10735244,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SAAS DIY? ECommerce Platform,New Delhi,5.0,Low,Medium,5.0,5.0,4,6,7.0,3.0,1.0
10054050,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online/Mobile food ordering platform,Bangalore,7.0,Low,Medium,4.0,5.0,5,7,7.0,5.0,1.0
10542958,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Parenting Social Network,Bangalore,6.0,Medium,Medium,7.0,5.0,5,8,4.0,6.0,1.0
10304951,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Coupon & Cashback platform,Gurgaon,5.0,Low,Medium,4.0,4.0,7,7,5.0,4.0,1.0
10214999,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Casual Gaming platform,New Delhi,7.0,Low,High,5.0,5.0,4,7,7.0,4.0,1.0
10979880,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Mobile Accessories etailer,New Delhi,6.0,Low,High,7.0,7.0,4,5,6.0,6.0,1.0
10699989,2014,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,7.0,Low,High,4.0,7.0,5,7,4.0,6.0,1.0
10327497,2014,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Educational College Search platform,New Delhi,6.0,Medium,High,7.0,6.0,5,5,4.0,5.0,1.0
10639185,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Finance,Social Business Incubator & Fund,Chennai,5.0,High,High,7.0,6.0,4,5,7.0,5.0,1.0
10195524,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Budget Accomodation Aggregator,New Delhi,7.0,Medium,High,7.0,7.0,4,5,6.0,4.0,1.0
10627008,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Industrial Goods Marketplace,New Delhi,6.0,High,High,5.0,4.0,7,5,4.0,5.0,1.0
10239855,2015,10-25,Private Equity,2 - 5 Crores,ECommerce,B2B Marketplace for Distributors,Mumbai,6.0,Low,High,5.0,4.0,5,5,5.0,4.0,1.0
10867863,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Adult Products Etailers,New Delhi / US,5.0,Low,High,7.0,4.0,5,6,5.0,4.0,1.0
10966044,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Social Meeting organizer App,Mumbai / UK,5.0,Low,High,4.0,6.0,5,8,6.0,5.0,1.0
10013131,2016,Above 25,Debt Funding,5 Crore and Above,Healthcare,Women Hygiene Product Manufacturer,Mumbai,5.0,Low,High,7.0,4.0,5,8,7.0,3.0,1.0
10509472,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Kids Focused eTailer,Pune,5.0,Low,High,7.0,6.0,7,5,5.0,4.0,1.0
10150946,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Personal Finance Mobile App,Bangalore,6.0,Medium,Medium,6.0,6.0,5,7,4.0,6.0,1.0
10151367,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online insurance policy aggregator,Noida,6.0,High,Medium,7.0,8.0,9,8,8.0,8.0,0.0
10149139,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Online Real Estate Portal,Mumbai,6.0,Low,Medium,5.0,5.0,7,7,8.0,5.0,0.0
10084462,2013,10-25,Private Equity,1 - 2 Crores,Technology,Smartphone OS Developer,Bangalore,6.0,Medium,Medium,8.0,7.0,9,9,7.0,7.0,0.0
10185132,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,6.0,High,High,8.0,7.0,6,9,8.0,8.0,0.0
10913997,2016,Below 10,Private Equity,40-60 Lacs,Consumer Internet,Deal Discovery App,Bangalore,6.0,Low,High,5.0,8.0,6,7,7.0,6.0,0.0
10501444,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,6.0,Medium,High,8.0,7.0,6,8,6.0,6.0,0.0
10629334,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,on-demand concierge services,Gurgaon,7.0,High,High,5.0,8.0,6,9,6.0,6.0,1.0
10423322,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,5.0,High,High,8.0,5.0,6,7,9.0,8.0,1.0
10734357,2012,10-25,Seed/Angel Funding,2 - 5 Crores,Technology,Home Automation & Security Solutions,Bangalore,6.0,High,High,7.0,7.0,7,7,6.0,5.0,1.0
10949600,2015,Above 25,Private Equity,5 Crore and Above,Technology,Electronic Payments Solution Company,Mumbai,6.0,High,High,5.0,5.0,7,8,6.0,6.0,1.0
10404533,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Enterprise Cloud Based Data Processing,Bangalore,5.0,High,High,5.0,5.0,6,8,6.0,8.0,1.0
10312950,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,5.0,High,High,7.0,8.0,9,7,8.0,5.0,1.0
10051271,2013,Below 10,Private Equity,20-40 Lacs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,5.0,Low,High,8.0,6.0,7,7,6.0,8.0,1.0
10399950,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SME Online Buying Hub,Gurgaon,5.0,Low,High,6.0,7.0,6,8,6.0,6.0,1.0
10803050,2013,10-25,Private Equity,2 - 5 Crores,ECommerce,Home D?cor Product etailer,New Delhi,5.0,Low,High,7.0,8.0,8,7,6.0,5.0,1.0
10750108,2012,Above 25,Private Equity,5 Crore and Above,ECommerce,Specialty Tea ETailer,Siliguri,7.0,Low,High,8.0,5.0,9,9,6.0,5.0,1.0
10943226,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,Construction Material ETailer,Gurgaon,5.0,Low,Low,6.0,6.0,7,9,8.0,8.0,0.0
10771375,2013,Above 25,Debt Funding,5 Crore and Above,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,5.0,Low,Medium,8.0,6.0,9,9,6.0,8.0,0.0
10028884,2012,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Rental Marketplace,Bangalore,7.0,Low,Low,5.0,5.0,8,7,9.0,5.0,0.0
10938100,2014,Above 25,Private Equity,5 Crore and Above,Technology,Data Intelligence & Analytics,Hyderabad,6.0,Medium,Low,6.0,5.0,8,9,9.0,6.0,0.0
10602948,2015,Above 25,Angel / Seed Funding,5 Crore and Above,FMCG,Vegetables & Fruits Supply Chain,Mumbai,6.0,Medium,Medium,8.0,8.0,9,9,7.0,7.0,0.0
10621390,2013,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Interne,Medical Video Consultation platform,Bangalore,7.0,Medium,Medium,8.0,5.0,7,9,9.0,6.0,0.0
10389730,2014,10-25,Private Equity,2 - 5 Crores,Technology,Connected Smart Home Solutions,Bangalore,5.0,Medium,Low,7.0,7.0,7,9,6.0,7.0,0.0
10314802,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Crowd Funding Platform,New Delhi,7.0,Medium,Medium,8.0,7.0,8,7,9.0,8.0,0.0
10029385,2013,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,5.0,Medium,Low,5.0,8.0,8,8,7.0,6.0,0.0
10634760,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Rental Bike Aggregator App,Noida,6.0,High,Medium,7.0,6.0,7,9,9.0,5.0,0.0
10306614,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Indians focused Matchmaking App,Bangalore,6.0,Low,Medium,7.0,6.0,7,7,9.0,6.0,0.0
10264582,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fresh Food Delivery platform,Bangalore,5.0,Low,Medium,6.0,5.0,8,7,7.0,6.0,0.0
10975106,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online marketplace for cars,Mumbai,5.0,High,Low,8.0,7.0,7,9,8.0,5.0,0.0
10533402,2012,Above 25,Private Equity,5 Crore and Above,Technology,Mobile & Cloud based App developer,New Delhi,7.0,Low,Low,5.0,7.0,9,9,9.0,7.0,0.0
10194616,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,7.0,Low,Low,6.0,5.0,6,9,9.0,7.0,0.0
10673010,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Furniture Customization platform,Bangalore,7.0,High,Low,8.0,6.0,9,9,6.0,5.0,0.0
10971078,2013,10-25,Private Equity,2 - 5 Crores,Education,Mobile Based Education platform,Jaipur,7.0,High,Medium,5.0,6.0,6,7,7.0,6.0,0.0
10857636,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,7.0,High,Medium,6.0,5.0,8,7,8.0,6.0,0.0
10321856,2014,10-25,Debt Funding,1 - 2 Crores,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,6.0,Low,Low,7.0,5.0,8,7,8.0,7.0,0.0
10028088,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,6.0,Low,Medium,5.0,5.0,7,8,8.0,8.0,0.0
10342534,2014,Above 25,Private Equity,5 Crore and Above,Education,Career Planning and Education Advisory Platform,Mumbai,5.0,Medium,Low,5.0,8.0,9,8,7.0,6.0,0.0
10029721,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,7.0,Medium,Low,7.0,6.0,6,9,7.0,5.0,0.0
10700440,2015,10-25,Debt Funding,2 - 5 Crores,ECommerce,Organic Food eTailer,Bangalore,7.0,Medium,Medium,6.0,7.0,9,7,8.0,5.0,0.0
10582380,2012,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Online Fashion Apparel Retailer,Gurgaon,5.0,High,Medium,6.0,6.0,6,8,8.0,6.0,0.0
10367898,2012,Below 10,Private Equity,20-40 Lacs,Consumer Internet,Mobile app based Concierge Service,New Delhi,7.0,Low,Low,6.0,8.0,6,8,9.0,6.0,0.0
10240716,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,7.0,Low,Low,8.0,5.0,8,7,8.0,7.0,0.0
10211292,2012,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,6.0,Low,Low,7.0,8.0,8,9,6.0,5.0,0.0
10453248,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,5.0,Low,Low,5.0,6.0,8,7,7.0,7.0,0.0
10810609,2012,Above 25,Private Equity,5 Crore and Above,ECommerce,ECommerce Marketplace,Gurgaon,6.0,High,Low,6.0,8.0,6,7,7.0,6.0,0.0
10634801,2016,Below 10,Private Equity,60-80 Lacs,Consumer Internet,P2P Messaging Service,New Delhi,7.0,High,Low,6.0,5.0,9,9,8.0,7.0,0.0
10091005,2013,10-25,Private Equity,2 - 5 Crores,Technology,Next Generation in-building connectivity,Bangalore,5.0,Low,Low,5.0,5.0,7,7,9.0,6.0,0.0
10679416,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Referral Platform,Mumbai,6.0,Low,Low,5.0,8.0,9,7,8.0,8.0,0.0
10058874,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Auto Classifieds Portal,Mumbai,7.0,High,Low,7.0,8.0,8,8,6.0,5.0,0.0
10065370,2016,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,7.0,High,Low,6.0,8.0,7,7,8.0,8.0,0.0
10604678,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,inter-city cab aggregator,New Delhi,5.0,Low,Low,7.0,6.0,6,7,9.0,7.0,0.0
10432876,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Food Ordering Mobile App,Hyderabad,6.0,High,Low,6.0,6.0,8,7,8.0,5.0,0.0
10633775,2015,10-25,Angel / Seed Funding,1 - 2 Crores,Healthcare,Professional Health Services Platform,Mumbai,6.0,Low,Low,7.0,5.0,8,7,6.0,5.0,0.0
10680445,2015,Below 10,Seed/Angel Funding,40-60 Lacs,Healthcare,Weigh Loss Coaching,Mumbai,7.0,Medium,Low,8.0,8.0,8,9,7.0,8.0,0.0
10831487,2013,Below 10,Private Equity,1 - 2 Crores,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,6.0,Medium,Low,6.0,7.0,8,8,9.0,8.0,0.0
10786526,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material Marketplace,Bangalore,7.0,High,Low,7.0,7.0,8,9,9.0,6.0,0.0
10642776,2015,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Carpooling Mobile App,Gurgaon,7.0,High,Low,5.0,8.0,7,8,7.0,6.0,0.0
10130954,2015,Above 25,Private Equity,5 Crore and Above,Technology,TV to Mobile audience Platform,Gurgaon,7.0,High,Medium,6.0,5.0,8,9,6.0,8.0,0.0
10365608,2013,10-25,Private Equity,1 - 2 Crores,Healthcare,Healthcare Product Manufacturer,Bangalore,7.0,Medium,Low,5.0,7.0,9,8,7.0,8.0,0.0
10921095,2016,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,7.0,Medium,Low,5.0,7.0,9,8,7.0,6.0,0.0
10972858,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Party Hall Booking platform,Bangalore,5.0,Medium,Low,8.0,7.0,8,7,7.0,7.0,0.0
10628466,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,healthcare aggregator platform,Mumbai,7.0,High,Low,6.0,5.0,7,8,9.0,8.0,0.0
10648831,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Mobile app based Job Search,Noida,6.0,High,Low,7.0,5.0,7,9,9.0,8.0,0.0
10898674,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,7.0,Medium,Low,7.0,7.0,8,7,8.0,8.0,0.0
10822669,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Dating & Singles Chat Platform,Mumbai,6.0,Medium,Low,6.0,8.0,7,9,7.0,6.0,0.0
10419794,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SAAS DIY? ECommerce Platform,New Delhi,6.0,High,Low,5.0,7.0,9,7,9.0,7.0,0.0
10013707,2013,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Online/Mobile food ordering platform,Bangalore,6.0,Low,Low,6.0,8.0,8,9,7.0,6.0,0.0
10507506,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Parenting Social Network,Bangalore,7.0,Low,High,8.0,8.0,6,8,6.0,5.0,0.0
10206784,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Coupon & Cashback platform,Gurgaon,7.0,Low,High,6.0,6.0,7,7,7.0,6.0,0.0
10107955,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Casual Gaming platform,New Delhi,6.0,Low,High,6.0,5.0,6,9,7.0,8.0,0.0
10461364,2012,Below 10,Seed/Angel Funding,80-100 Lacs,ECommerce,Mobile Accessories etailer,New Delhi,5.0,Low,High,7.0,6.0,7,8,9.0,5.0,0.0
10612762,2015,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,6.0,High,High,5.0,5.0,8,7,6.0,8.0,0.0
10996772,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Educational College Search platform,New Delhi,5.0,High,High,7.0,5.0,6,8,9.0,7.0,0.0
10145846,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Finance,Social Business Incubator & Fund,Chennai,6.0,Low,High,7.0,5.0,7,7,9.0,8.0,0.0
10936410,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Budget Accomodation Aggregator,New Delhi,6.0,High,Medium,6.0,7.0,6,9,8.0,7.0,0.0
10345212,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Industrial Goods Marketplace,New Delhi,5.0,Low,Low,6.0,5.0,7,9,9.0,6.0,0.0
10165578,2012,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Marketplace for Distributors,Mumbai,7.0,High,Medium,8.0,8.0,6,9,9.0,8.0,0.0
10315054,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Adult Products Etailers,New Delhi / US,7.0,High,Medium,8.0,7.0,6,7,6.0,7.0,0.0
10562950,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Social Meeting organizer App,Mumbai / UK,6.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10229171,2016,Below 10,Debt Funding,60-80 Lacs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,6.0,High,Medium,6.0,7.0,8,7,7.0,5.0,0.0
10235943,2013,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Kids Focused eTailer,Pune,6.0,Medium,Low,8.0,8.0,9,7,8.0,8.0,0.0
10566916,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Personal Finance Mobile App,Bangalore,5.0,High,Medium,6.0,7.0,7,8,6.0,7.0,0.0
10170294,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online insurance policy aggregator,Noida,6.0,High,Low,8.0,8.0,7,7,9.0,7.0,0.0
10008890,2016,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online Real Estate Portal,Mumbai,7.0,High,Low,5.0,7.0,6,7,8.0,6.0,0.0
10459596,2014,10-25,Private Equity,1 - 2 Crores,Technology,Smartphone OS Developer,Bangalore,5.0,High,Medium,5.0,8.0,8,8,8.0,8.0,0.0
10974423,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,7.0,High,Low,7.0,6.0,8,8,6.0,8.0,0.0
10599967,2013,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Deal Discovery App,Bangalore,5.0,Medium,Low,7.0,8.0,8,9,6.0,7.0,0.0
10264470,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,7.0,High,Medium,8.0,8.0,8,9,7.0,8.0,0.0
10505642,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,on-demand concierge services,Gurgaon,6.0,Medium,Low,6.0,7.0,9,8,9.0,7.0,0.0
10060660,2012,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,6.0,Medium,Low,5.0,8.0,9,7,9.0,6.0,0.0
10642326,2012,10-25,Seed/Angel Funding,2 - 5 Crores,Technology,Home Automation & Security Solutions,Bangalore,5.0,High,Low,7.0,6.0,9,8,8.0,8.0,0.0
10155946,2012,Below 10,Private Equity,60-80 Lacs,Technology,Electronic Payments Solution Company,Mumbai,6.0,High,Low,7.0,6.0,6,8,8.0,6.0,0.0
10571999,2015,10-25,Angel / Seed Funding,1 - 2 Crores,Technology,Enterprise Cloud Based Data Processing,Bangalore,7.0,Medium,Low,6.0,5.0,8,8,8.0,8.0,0.0
10487560,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,7.0,High,Low,8.0,8.0,9,9,7.0,8.0,0.0
10463923,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Photography curation & Aggregator platform,Mumbai,7.0,Low,Low,5.0,6.0,9,9,8.0,8.0,0.0
10373036,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,SME Online Buying Hub,Gurgaon,7.0,Low,Low,8.0,6.0,9,7,9.0,6.0,0.0
10771404,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Home D?cor Product etailer,New Delhi,6.0,Low,Low,5.0,6.0,6,7,6.0,5.0,0.0
10303590,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Specialty Tea ETailer,Siliguri,6.0,Low,Low,8.0,6.0,6,7,8.0,8.0,0.0
10718321,2016,10-25,Private Equity,2 - 5 Crores,ECommerce,Construction Material ETailer,Gurgaon,5.0,High,Low,7.0,7.0,6,7,6.0,6.0,0.0
10629046,2012,Below 10,Debt Funding,60-80 Lacs,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,6.0,High,Low,5.0,7.0,9,8,9.0,5.0,0.0
10465121,2013,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Rental Marketplace,Bangalore,6.0,Low,Low,8.0,6.0,9,9,8.0,7.0,0.0
10903010,2013,10-25,,,Technology,Data Intelligence & Analytics,Hyderabad,7.0,High,Medium,8.0,6.0,8,7,9.0,6.0,0.0
10340444,2012,Above 25,Angel / Seed Funding,5 Crore and Above,FMCG,Vegetables & Fruits Supply Chain,Mumbai,6.0,Low,Low,6.0,5.0,7,8,9.0,6.0,0.0
